,Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies
1924,CB96381,California,No,Basic,College,1/11/11,Employed,F,Urban,Divorced,Corporate Auto,Corporate L3,Offer4,Agent,Four-Door Car,Medsize,0.300885028005025,0.9536595474254852,0.0012785851557040931,0.0001649787297682701,6.186702366310129e-05,0.0,4.1244682442067524e-05
1925,MJ60422,Arizona,No,Extended,Bachelor,2/9/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Small,0.18731584633876425,0.9822962302572522,0.0023652147950928505,8.44719569676018e-05,0.001126292759568024,0.0,0.000140786594946003
1926,NC63295,Arizona,No,Basic,High School or Below,2/10/11,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer3,Branch,Four-Door Car,Large,0.999357482339392,0.0,0.026980702662490638,0.011037560180109807,0.020848724784651856,0.0,0.0004087985251892521
1927,JX76668,Washington,No,Premium,High School or Below,1/6/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Agent,Sports Car,Small,0.17693960906552456,0.9842190389028139,0.0022050509968268334,0.0004535211270069374,0.00042224380790301065,0.0,0.00010947061686374351
1928,ZE76673,Oregon,Yes,Extended,Doctor,1/18/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Agent,Sports Car,Medsize,0.41343564921759385,0.9105174364584483,0.005162261578993851,7.536148290501972e-05,0.0015072296581003944,0.0,0.0001884037072625493
1929,XG19917,Washington,No,Extended,Bachelor,2/5/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,0.9996259708055266,0.0,0.027265372417283572,0.001880370511536798,0.000940185255768399,0.0,0.000313395085256133
1930,WF34690,Oregon,No,Basic,Bachelor,2/7/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,0.9999874771456196,0.0,0.0035128295520060185,0.0010331851623547113,0.003409511035770547,5.165925811773556e-05,0.00010331851623547112
1931,ZM28138,Arizona,No,Basic,Bachelor,1/1/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,0.17714231565962751,0.9841811181271511,0.0014951572287439598,2.4510774241704258e-05,0.0024265666499287217,0.0,4.9021548483408516e-05
1932,FI14842,Nevada,No,Basic,College,1/29/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,SUV,Medsize,0.9999107789050276,0.0,0.013234911459850753,0.0015271051684443177,0.0008908113482591854,0.0,0.0003817762921110794
1933,KC32511,Oregon,Yes,Basic,Master,2/3/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Small,0.05327094944087401,0.998579536209303,0.0006579680052444161,5.1403750409720015e-05,0.0008224600065555202,0.0,6.168450049166401e-05
1934,NE10467,Arizona,No,Basic,High School or Below,2/24/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Call Center,SUV,Medsize,0.1776698921333267,0.9840801798281742,0.0043991438538202796,8.300271422302414e-05,0.0004980162853381448,0.0,4.150135711151207e-05
1935,PT93474,Oregon,No,Basic,Bachelor,2/4/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,0.9999624322167842,0.0,0.005558645887507397,0.00225819989179988,0.006253476623445821,0.0,0.00017370768398460615
1936,RL74454,Nevada,No,Basic,Bachelor,2/6/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,0.15333365892352022,0.988172114618204,0.001936365724584223,0.0008043365317503695,0.000506434112583566,0.0,8.937072575004106e-05
1937,DQ31994,Nevada,No,Extended,College,2/19/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize,0.9998979720690276,0.0,0.009579448779358951,0.0020774708196200135,0.010387354098100068,0.0001154150455344452,0.0002308300910688904
1938,DN98431,Oregon,No,Basic,High School or Below,2/27/11,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,0.9991819138424752,0.0,0.026799112158773866,0.009458510173684894,0.028769635111624888,0.0,0.00039410459057020395
1939,EV53200,Nevada,No,Basic,College,1/8/11,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,0.3362573171182128,0.9417683512034194,0.0017513126010291389,0.00035964455199705527,0.0004378281502572847,1.5636719652045882e-05,3.1273439304091765e-05
1940,AJ89107,Arizona,No,Extended,High School or Below,2/2/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Large,0.26198927798572674,0.965064188283356,0.0033152692638280185,0.0008555533584072305,0.0009624975282081343,0.0,0.00028518445280241016
1941,WS25565,California,Yes,Basic,Master,1/31/11,Disabled,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Small,0.3104473886374716,0.9505839424383086,0.002699589812351185,0.00010944283023045345,0.0022982994348395226,0.0,7.29618868203023e-05
1942,ZY33234,Nevada,No,Premium,High School or Below,1/12/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Large,0.06464837772746788,0.9979061861509978,0.001609744492291037,0.0,0.0011132812376592218,0.0,1.5044341049448943e-05
1943,QW17286,Washington,No,Basic,Master,2/13/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Medsize,0.04203946313351604,0.9991152391226661,0.0010440549977201873,0.0004993306510835678,0.0002874934051693269,1.5131231851017205e-05,1.5131231851017205e-05
1944,TO34442,Washington,No,Basic,College,2/23/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small,0.09217803523808539,0.9957406275089473,0.001182866827619048,9.996057698189138e-05,0.0015493889432193163,1.6660096163648564e-05,4.998028849094569e-05
1945,DG90902,California,No,Basic,College,1/12/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,0.36128583033851086,0.9324536848695314,0.0015090923379478516,0.0004547949511623662,0.00043412245338225866,0.0,4.1344995560215114e-05
1946,SW96063,Arizona,No,Extended,Bachelor,2/23/11,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,0.13243544548655772,0.9911902311799574,0.0016428218276712495,0.0001390080008029519,0.00024010472865964417,0.0,5.054836392834614e-05
1947,CP19929,California,No,Basic,Bachelor,2/10/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize,0.9985384471245357,0.0,0.02805165407187582,0.013803194860764291,0.04408117068437629,0.00044526435034723523,0.00044526435034723523
1948,KR50062,Oregon,No,Basic,College,2/11/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,0.034623418401689775,0.9994000148556149,0.0008798973806066516,8.798973806066516e-05,0.00021368936386161538,3.7709887740285065e-05,1.2569962580095023e-05
1949,CU19735,Arizona,No,Basic,High School or Below,2/24/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Call Center,SUV,Medsize,0.17595926471733583,0.9843932424461257,0.002210103531922347,0.0003063509846228996,0.0018162236945500475,0.0,6.564663956204991e-05
1950,ST52914,Arizona,No,Extended,College,2/5/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Branch,Two-Door Car,Medsize,0.2272218596611244,0.9738382820645558,0.0029705094514498593,0.00037601385461390625,0.00041361524007529687,0.0,0.000300811083691125
1951,WQ68301,Oregon,No,Basic,Bachelor,1/29/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Large,0.20339911208656727,0.9790704812230264,0.005323381014732106,0.0005035630689611451,0.004604005201930469,0.0,7.193758128016358e-05
1952,LR33381,Nevada,No,Basic,Doctor,2/18/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small,0.9999952917263453,0.0,0.002948921029797872,0.000499048174273486,0.0006805202376456627,0.0,9.073603168608837e-05
1953,UR36912,California,No,Basic,Bachelor,1/31/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,0.03612852521156657,0.9993466740019487,0.000904245846541408,0.0001808491693082816,0.00032294494519335997,0.0,1.29177978077344e-05
1954,SK46419,California,No,Basic,High School or Below,1/31/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Branch,SUV,Medsize,0.042193006613855354,0.9991089041721336,0.001056677086212142,1.035957927658963e-05,0.0001761128477020237,0.0,1.035957927658963e-05
1955,BY88757,California,No,Extended,Master,2/3/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Large,0.9996295145226177,0.0,0.026039742796759885,0.0003857739673594057,0.007908366330867818,0.00019288698367970285,0.00019288698367970285
1956,ER65086,Nevada,No,Extended,Doctor,1/18/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,0.06739210408985956,0.9977261061916607,0.0008353035324700502,0.000340715914560152,0.00031873424265304543,0.0,7.693585167487304e-05
1957,TP87527,California,No,Basic,High School or Below,2/15/11,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Large,0.9992850576500862,0.0,0.027152996615083407,0.004595122504091038,0.02589978138669494,0.0,0.00041773840946282163
1958,VL80291,Nevada,No,Extended,Master,1/4/11,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize,0.04085638417323848,0.9991643905702711,0.0010056053565247205,7.637509036896612e-05,0.0005091672691264408,0.0,1.2729181728161019e-05
1959,WL45773,California,No,Basic,Doctor,1/2/11,Employed,F,Urban,Married,Special Auto,Special L2,Offer2,Call Center,Four-Door Car,Medsize,0.03361818147199871,0.9994343355325558,0.0008259095434775662,0.00033515169880249065,0.0001795455529299057,0.0,1.196970352866038e-05
1960,TT36693,Nevada,Yes,Premium,College,1/3/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,0.07394338041345501,0.9972599046239012,0.0018642906343874978,0.00010168858005749988,0.0012541591540424985,0.0,1.694809667624998e-05
1961,PT12544,Arizona,No,Extended,College,2/24/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,0.10699865830422763,0.9942577087351178,0.001352943155704313,0.0003110214151044398,0.0009797174575789853,0.0,9.330642453133193e-05
1962,CI24326,Oregon,No,Extended,Bachelor,1/23/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize,0.9995944158131784,0.0,0.026722161575589553,0.0013917792487286224,0.009742454741100358,0.0,0.0002783558497457245
1963,YQ73717,California,No,Basic,High School or Below,1/31/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize,0.9997964065870494,0.0,0.01326333540967945,0.00019222225231419493,0.015185557932821399,0.0,0.0007688890092567797
1964,FG99706,Oregon,No,Extended,College,1/6/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,0.9997650515558889,0.0,0.01394210184857974,0.003621325155475257,0.016114896941864895,0.0,0.0016295963199638656
1965,OM63414,Arizona,No,Basic,Bachelor,2/21/11,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large,0.08119284149162817,0.9966978022165827,0.0010405948977493314,0.00022412813182293292,0.0002721555886421328,0.0,8.004576136533319e-05
1966,JQ74890,Nevada,No,Extended,Bachelor,1/19/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize,0.9992357843654861,0.0,0.027360568362963265,0.003420071045370408,0.027702575467500306,0.0,0.00034200710453704083
1967,FP93662,California,No,Extended,Master,2/6/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Branch,Two-Door Car,Large,0.26077623257661753,0.9653970980871117,0.0016168042178641218,0.00023097203112344597,0.0012373501667327462,0.0,3.299600444620657e-05
1968,PF40592,Washington,No,Basic,College,1/8/11,Medical Leave,F,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize,0.20763937873098579,0.978200338880636,0.0027306429902186533,0.0012602967647163015,0.000924217627458621,0.0,0.00029406924510047035
1969,EW82164,California,No,Basic,Bachelor,2/3/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Small,0.07304397873393338,0.9973258895912512,0.001822848324589904,0.0005082942443568002,0.0014372457943881934,0.0,1.7527387736441383e-05
1970,KV99550,California,No,Basic,High School or Below,2/14/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small,0.9998881671473617,0.0,0.00936202739012768,0.0018417103062546255,0.01151068941409141,0.00015347585885455212,0.00030695171770910425
1971,CA96230,California,No,Basic,Doctor,2/10/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize,0.09201778004650649,0.9957566692069937,0.0011715608971694163,6.008004600868801e-05,6.008004600868801e-05,4.0053364005792004e-05,5.006670500724001e-05
1972,QN17712,Oregon,No,Basic,College,1/11/11,Unemployed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize,0.9998693967615243,0.0,0.01372642156321291,0.0004858910287862977,0.008503093003760209,0.0,0.0004858910287862977
1973,KM79894,Arizona,No,Extended,Master,1/21/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize,0.03505282899797874,0.9993850328297125,0.0008720241997131639,3.39749688199934e-05,0.0003057747193799406,1.1324989606664466e-05,1.1324989606664466e-05
1974,YC54142,Washington,No,Extended,High School or Below,1/26/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Luxury Car,Medsize,0.99999458022727,0.0,0.0032601849171360496,1.3471838500562188e-05,0.0004580425090191144,0.0,2.6943677001124377e-05
1975,DZ45471,Nevada,Yes,Basic,College,2/3/11,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Medsize,0.1162132547583097,0.9932236944106314,0.0009809465354281633,0.0003525276611694962,0.000291218502705236,0.0,3.06545792321301e-05
1976,DE18949,Oregon,No,Basic,College,1/16/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Two-Door Car,Small,0.2755091466781265,0.9612962904580036,0.0011462264418303713,0.00040455050888130753,0.0016350583067286178,0.0,3.371254240677563e-05
1977,BN74268,Arizona,No,Extended,College,1/4/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,0.3867881700343357,0.9221570695300019,0.0032552522689773644,0.00023016935235193486,0.0032552522689773644,0.0,6.576267210055281e-05
1978,QJ93301,Nevada,No,Premium,Master,1/11/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize,0.09038695678004356,0.9959041733888089,0.002252218300357576,4.4598382185298534e-05,2.2299191092649267e-05,0.0,2.2299191092649267e-05
1979,OO92815,Arizona,No,Extended,High School or Below,2/4/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,0.1539880029652991,0.9880619348774901,0.003859980259570351,0.0008836099389377912,0.002371795099254071,0.0,4.650578625988375e-05
1980,HV50891,Nevada,Yes,Extended,Doctor,2/1/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,0.11208454810649097,0.9936894906257044,0.0029228030288881903,0.0007624703553621365,0.003018111823308457,0.00012707839256035608,3.176959814008902e-05
1981,RK59543,California,Yes,Basic,High School or Below,2/5/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,0.07494093328344584,0.9971873884427142,0.0009509268082229659,0.0003348333831771007,0.0003884067244854368,0.0,4.0180005981252086e-05
1982,IH54239,California,No,Basic,Master,2/1/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,0.08119988937890019,0.9966967690259886,0.001005088459977547,0.00031907570158017367,0.001005088459977547,0.0,7.976892539504342e-05
1983,GB14456,Nevada,No,Extended,High School or Below,2/13/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Large,0.9999811268563759,0.0,0.005819787674439681,0.00040290837746120866,0.0019250066923146637,0.0,8.953519499137971e-05
1984,RC95515,Arizona,No,Basic,College,1/16/11,Medical Leave,M,Urban,Divorced,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,0.2261186135635245,0.974094740488103,0.0029722462658376752,0.0008020347066546108,0.0004717851215615358,0.0,0.000330249585093075
1985,TI61458,California,Yes,Extended,Bachelor,1/20/11,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,0.6350167318147523,0.7724941811286197,0.002033721295641222,0.0007312256343878551,0.0013481972634026079,0.0,4.5701602149240946e-05
1986,RB49468,Oregon,No,Basic,Bachelor,1/20/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,0.9998741842375105,0.0,0.009317672472421244,0.0011979864607398743,0.012778522247891992,0.0,0.0002662192134977498
1987,SJ18454,Oregon,No,Basic,High School or Below,1/19/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,Sports Car,Medsize,0.999977970524929,0.0,0.005914333261730517,0.0006926696612837542,0.002930525490046653,0.0,0.00010656456327442373
1988,KC19420,California,No,Extended,College,1/11/11,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Large,0.24673644537993636,0.9690589561129197,0.0062826324685456535,0.0012862082219069842,0.0021766600678425887,0.0,4.9469546996422465e-05
1989,TP12241,California,No,Basic,College,2/7/11,Medical Leave,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,0.2235436755988102,0.9746880330422969,0.002923453228303066,0.00039270267245862083,0.0016144443201076633,4.363363027318009e-05,0.00039270267245862083
1990,BD89564,Nevada,Yes,Premium,College,1/19/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Sports Car,Medsize,0.08925701405810235,0.996005797773656,0.0022948412282820362,0.000491751691774722,0.0003576375940179797,0.0,1.490156641741582e-05
1991,SG20925,Washington,No,Basic,Master,1/23/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,0.05208550127326862,0.9986423763577111,0.000642807982529001,0.00016070199563225025,0.00025109686817539103,1.004387472701564e-05,5.02193736350782e-05
1992,CJ97736,Oregon,No,Basic,College,2/16/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Small,0.18269565063860194,0.983165280356045,0.0023196732159911785,0.0008777141898345,0.0014733059615079107,0.0,9.404080605369643e-05
1993,SK79760,Washington,No,Extended,Bachelor,1/2/11,Medical Leave,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Branch,SUV,Medsize,0.6675972821106418,0.7444956890412352,0.00587248881186372,0.0005823955846476416,0.002281049373203263,0.0,9.706593077460693e-05
