,customer,state,response,coverage,education,effective to date,employmentstatus,gender,location code,marital status,policy type,policy,renew offer type,sales channel,vehicle class,vehicle size,vehicle type
1395,CA56041,Nevada,No,Basic,College,2/16/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Small,A
1397,HN57556,California,No,Basic,High School or Below,2/17/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
1400,MQ46375,Oregon,No,Basic,Bachelor,1/2/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Branch,Luxury Car,Medsize,A
1403,ZB72138,Oregon,No,Basic,Bachelor,1/3/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,SUV,Medsize,A
1407,TU27017,California,No,Extended,Bachelor,2/14/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,A
1410,WA63124,Nevada,No,Basic,College,2/25/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Call Center,Four-Door Car,Small,A
1411,HQ76003,Nevada,No,Basic,High School or Below,1/4/11,Employed,F,Urban,Single,Personal Auto,Personal L3,Offer2,Branch,Sports Car,Medsize,A
1413,SR71812,California,No,Extended,High School or Below,1/27/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small,A
1416,AS17174,Oregon,Yes,Basic,High School or Below,1/15/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize,A
1418,WV53081,Arizona,No,Basic,College,2/14/11,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer3,Agent,Four-Door Car,Medsize,A
1419,GT65478,Oregon,No,Basic,College,1/19/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,A
1423,LN50415,Oregon,No,Extended,Bachelor,2/23/11,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer2,Web,SUV,Medsize,A
1424,DL14445,California,No,Extended,College,2/21/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Small,A
1427,GD93408,California,No,Basic,Bachelor,2/26/11,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer1,Branch,Two-Door Car,Medsize,A
1434,IW17510,California,No,Basic,High School or Below,2/3/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Sports Car,Medsize,A
1435,YN10988,California,No,Extended,High School or Below,1/2/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,A
1439,ZH28312,California,No,Basic,Bachelor,2/14/11,Unemployed,F,Rural,Married,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize,A
1442,VZ66567,California,No,Basic,Bachelor,1/27/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,SUV,Large,A
1443,BM70908,Arizona,No,Basic,College,1/26/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
1446,MO65595,Nevada,No,Extended,Bachelor,2/10/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize,A
1448,FP11025,California,No,Basic,Bachelor,1/10/11,Employed,F,Urban,Married,Special Auto,Special L3,Offer3,Branch,SUV,Large,A
1449,NT89061,Arizona,No,Extended,High School or Below,1/7/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,A
1450,SY22123,California,No,Extended,College,1/5/11,Medical Leave,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
1451,ET64028,California,No,Extended,High School or Below,1/18/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Large,A
1452,RV98208,Arizona,No,Basic,College,1/29/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,A
1453,ET39822,California,Yes,Basic,Bachelor,1/25/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize,A
1458,TD10493,Oregon,No,Extended,High School or Below,1/26/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,A
1462,IS73434,Arizona,No,Extended,Bachelor,2/26/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize,A
1463,JZ23377,Oregon,No,Premium,College,1/20/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize,A
1467,XG74199,Oregon,No,Basic,College,1/19/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
1468,JD15492,Oregon,No,Basic,High School or Below,1/4/11,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize,A
1474,FR15942,Washington,No,Extended,Bachelor,1/6/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize,A
1475,TM23788,California,No,Extended,High School or Below,2/9/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
1476,YR34689,California,No,Extended,High School or Below,1/13/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,A
1477,YP37291,Nevada,No,Basic,High School or Below,2/5/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small,A
1478,CR76145,California,Yes,Premium,College,2/28/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large,A
1479,CW98845,Oregon,No,Basic,Bachelor,2/24/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,A
1481,XD21246,Oregon,No,Extended,High School or Below,1/5/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
1482,EY50028,Nevada,No,Extended,Doctor,1/24/11,Unemployed,M,Urban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize,A
1483,CS29328,Nevada,No,Basic,Bachelor,2/4/11,Disabled,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,Two-Door Car,Medsize,A
1484,MP47256,California,Yes,Basic,Bachelor,1/25/11,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,A
1486,PA48777,Washington,Yes,Basic,High School or Below,2/12/11,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
1490,TT36693,Nevada,Yes,Premium,College,1/3/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
1491,BS96517,Washington,No,Basic,College,2/5/11,Employed,F,Urban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,A
1494,VN22337,California,No,Extended,College,2/7/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,A
1495,DN67273,Oregon,No,Basic,High School or Below,1/8/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small,A
1497,YA15471,Oregon,No,Basic,College,1/7/11,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,A
1502,AM89558,Nevada,Yes,Basic,College,1/1/11,Retired,M,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Medsize,A
1503,LN99977,California,No,Basic,College,1/27/11,Employed,F,Suburban,Single,Special Auto,Special L2,Offer1,Web,Sports Car,Large,A
1505,KN57002,Arizona,No,Extended,Bachelor,1/23/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,SUV,Small,A
1509,NT59303,Oregon,No,Premium,College,1/17/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Luxury Car,Large,A
1512,JL93248,Oregon,No,Basic,High School or Below,2/12/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small,A
1513,ML93326,Washington,No,Basic,College,2/27/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,A
1515,No93155,Arizona,No,Basic,Master,2/12/11,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
1517,FG15434,Arizona,No,Basic,Master,1/18/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Web,Two-Door Car,Medsize,A
1519,MH24522,California,No,Basic,College,2/14/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Sports Car,Small,A
1520,SB79528,Oregon,No,Basic,College,1/22/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Branch,Two-Door Car,Medsize,A
1522,PX66705,California,No,Basic,High School or Below,1/22/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
1524,WQ85760,California,No,Basic,College,2/5/11,Medical Leave,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Branch,SUV,Medsize,A
1527,TU53781,Oregon,Yes,Extended,Bachelor,2/10/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Luxury SUV,Medsize,A
1528,FZ16327,California,No,Premium,College,1/11/11,Unemployed,F,Urban,Divorced,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Large,A
1530,JP88955,Oregon,No,Basic,High School or Below,2/6/11,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer2,Call Center,Sports Car,Small,A
1531,FI77477,Washington,No,Extended,College,1/23/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Agent,SUV,Small,A
1532,OJ60800,Oregon,No,Basic,Bachelor,1/27/11,Employed,M,Urban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,A
1534,GJ70481,Arizona,No,Basic,High School or Below,1/3/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small,A
1537,WE93328,Nevada,Yes,Extended,High School or Below,1/5/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Small,A
1540,HK93338,Washington,No,Basic,High School or Below,2/20/11,Disabled,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize,A
1543,QP84605,Washington,No,Premium,Bachelor,2/3/11,Employed,F,Rural,Divorced,Corporate Auto,Corporate L1,Offer1,Call Center,Four-Door Car,Medsize,A
1551,SN23932,Arizona,Yes,Extended,Master,1/16/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
1552,IJ25462,California,No,Basic,Bachelor,2/7/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Small,A
1553,AY30324,Oregon,No,Extended,Bachelor,1/6/11,Employed,F,Urban,Married,Special Auto,Special L2,Offer4,Call Center,Two-Door Car,Medsize,A
1554,MJ25422,Oregon,No,Basic,College,1/7/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Luxury SUV,Medsize,A
1555,SM62247,Nevada,No,Extended,High School or Below,1/24/11,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Call Center,Luxury Car,Medsize,A
1556,ZT52415,Oregon,No,Basic,Bachelor,1/1/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize,A
1557,XQ44462,Oregon,Yes,Basic,College,2/15/11,Employed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Small,A
1562,EG94409,Nevada,No,Basic,High School or Below,1/12/11,Unemployed,F,Suburban,Single,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize,A
1563,UO44449,Washington,No,Basic,College,1/26/11,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,A
1568,CJ35075,California,No,Basic,High School or Below,2/20/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize,A
1569,SW57539,California,Yes,Basic,College,2/21/11,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize,A
1572,DF40318,Oregon,Yes,Basic,Master,1/19/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Web,Two-Door Car,Small,A
1573,YD53564,California,No,Basic,College,1/25/11,Medical Leave,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize,A
1577,ZQ48144,California,No,Extended,Bachelor,1/11/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer4,Web,Four-Door Car,Medsize,A
1580,AF81450,California,No,Basic,High School or Below,1/26/11,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Small,A
1589,DS57918,California,No,Basic,Bachelor,1/27/11,Medical Leave,M,Urban,Divorced,Corporate Auto,Corporate L1,Offer1,Branch,SUV,Large,A
1592,PH97342,Arizona,Yes,Basic,High School or Below,1/15/11,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Large,A
1594,QB15706,Washington,No,Premium,College,2/15/11,Unemployed,F,Suburban,Married,Special Auto,Special L3,Offer3,Agent,SUV,Small,A
1595,FZ44411,Arizona,No,Extended,Bachelor,1/30/11,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize,A
1596,UC21019,Arizona,No,Basic,Master,1/30/11,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Small,A
1601,KQ38375,California,No,Extended,Bachelor,2/10/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Medsize,A
1603,OD63728,California,No,Basic,College,2/4/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
1605,KP26590,Nevada,No,Extended,Bachelor,2/16/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large,A
1606,RX66745,Washington,Yes,Basic,Bachelor,1/25/11,Retired,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,A
1610,PL78574,Arizona,Yes,Premium,High School or Below,2/27/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
1611,JV29414,Oregon,No,Extended,Doctor,2/11/11,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
1614,YX54093,Arizona,No,Basic,College,2/12/11,Unemployed,M,Rural,Divorced,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize,A
1617,VW65573,California,No,Basic,High School or Below,1/11/11,Unemployed,M,Suburban,Single,Special Auto,Special L3,Offer1,Agent,SUV,Large,A
1621,IM94808,Nevada,No,Basic,Bachelor,2/28/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer4,Web,Four-Door Car,Medsize,A
1624,SD38003,California,No,Basic,Bachelor,1/19/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,A
1630,SH55598,Arizona,No,Extended,High School or Below,2/9/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
1631,UI99151,Nevada,No,Basic,High School or Below,1/24/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Sports Car,Medsize,A
1632,PJ67250,Arizona,No,Extended,College,1/19/11,Employed,F,Suburban,Married,Special Auto,Special L2,Offer1,Agent,SUV,Medsize,A
1637,VV57998,California,No,Basic,Bachelor,1/2/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize,A
1639,FI61723,California,No,Basic,Bachelor,1/26/11,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
1640,QS29824,Nevada,No,Extended,College,1/30/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize,A
1641,BH61054,California,No,Extended,College,1/10/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize,A
1644,IX37561,Washington,No,Basic,College,2/14/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Web,Two-Door Car,Medsize,A
1645,CF62430,Nevada,No,Basic,Bachelor,2/27/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,SUV,Small,A
1647,RP92511,Nevada,No,Extended,Bachelor,1/20/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Medsize,A
1649,LJ64287,Nevada,No,Basic,High School or Below,2/15/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer3,Call Center,Two-Door Car,Medsize,A
1650,IU71285,California,No,Extended,Bachelor,1/16/11,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Two-Door Car,Large,A
1651,YW47108,California,No,Extended,College,2/19/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
1656,CE68841,California,No,Basic,Bachelor,1/15/11,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Offer1,Agent,SUV,Medsize,A
1657,KZ84621,Nevada,No,Basic,High School or Below,1/31/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Web,SUV,Small,A
1665,WZ45103,California,Yes,Extended,Bachelor,1/19/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Small,A
1671,LW75453,California,No,Basic,Bachelor,1/12/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize,A
1672,PD55753,Oregon,No,Extended,High School or Below,2/23/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Call Center,Four-Door Car,Medsize,A
1674,SD30853,Oregon,No,Basic,College,2/7/11,Employed,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Small,A
1676,BX88206,Nevada,No,Basic,High School or Below,2/16/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Web,SUV,Medsize,A
1684,FX81675,California,No,Basic,College,1/29/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small,A
1686,XN18885,Oregon,Yes,Basic,High School or Below,2/28/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Small,A
1691,AZ29426,California,No,Basic,College,1/17/11,Unemployed,M,Suburban,Single,Special Auto,Special L3,Offer1,Agent,Four-Door Car,Medsize,A
1695,RQ78687,Oregon,No,Basic,College,2/28/11,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,A
1697,JG76775,Washington,No,Extended,High School or Below,1/29/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,Luxury Car,Medsize,A
1699,SY81273,Oregon,No,Basic,High School or Below,2/16/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,A
1700,HC63693,Arizona,No,Extended,College,2/27/11,Employed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Branch,Two-Door Car,Medsize,A
1701,ZR76229,Arizona,No,Extended,College,1/4/11,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer2,Web,Two-Door Car,Small,A
1704,ZJ86769,Nevada,Yes,Basic,College,2/12/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
1710,VW11431,California,No,Extended,Bachelor,1/31/11,Employed,F,Urban,Single,Personal Auto,Personal L2,Offer3,Branch,Two-Door Car,Medsize,A
1719,IJ98317,California,No,Extended,Bachelor,2/24/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
1720,BC53363,Oregon,No,Premium,High School or Below,2/8/11,Employed,F,Suburban,Married,Special Auto,Special L3,Offer4,Web,SUV,Medsize,A
1737,FE84989,Washington,No,Basic,College,1/9/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Large,A
1739,AQ46199,Oregon,No,Basic,High School or Below,1/7/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer4,Web,Two-Door Car,Medsize,A
1740,QD36906,Nevada,No,Basic,Master,1/3/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,A
1744,CX22458,California,Yes,Basic,Master,1/26/11,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Medsize,A
1748,EH13261,California,No,Basic,Master,1/26/11,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Large,A
1752,SF18484,Oregon,No,Basic,Master,2/24/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize,A
1754,BG76355,Washington,No,Extended,Bachelor,1/31/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,A
1759,RQ16234,Arizona,No,Extended,High School or Below,2/16/11,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer2,Branch,Sports Car,Medsize,A
1760,JZ15681,California,No,Extended,High School or Below,1/10/11,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize,A
1762,DM95829,California,No,Basic,College,2/24/11,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Medsize,A
1766,OW20992,California,No,Basic,High School or Below,1/18/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize,A
1768,ZI69514,California,No,Basic,College,1/24/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,A
1769,OQ43721,Oregon,No,Basic,High School or Below,1/22/11,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
1772,SL19130,Oregon,No,Premium,High School or Below,1/5/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Medsize,A
1774,CS30372,Oregon,No,Basic,Bachelor,2/23/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize,A
1776,YE20366,California,No,Basic,Bachelor,1/9/11,Medical Leave,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
